logFC..nacl...control	logFC..h2o2...control	logFC..sorb...control	logCPM	F	PValue	FDR
KAF5843389	1.18024219675114	-0.00497184793788918	0.515395281095459	3.37913060431251	7.14958474793125	0.00501238940591172	0.0288613136016857
KAF5840286	-1.47806043334614	-0.279410124581578	-0.3585404994066	1.79240772121782	7.14953859648506	0.00501251064478714	0.0288613136016857
KAF5831390	-1.49728354896776	-0.276970724139242	-0.626700359448395	4.18404614247496	7.14034718517386	0.00503672425392201	0.0289739539260703
KAF5837739	1.54184087046915	-0.0901784300530529	0.462053921607822	2.95837391628714	7.13419681597004	0.00505300242246042	0.0290407796051
KAF5843594	1.56643086162855	0.183466259489489	0.550066065556919	1.61991560179924	7.12944690085946	0.00506561579786066	0.0290864390973935
KAF5834389	-0.242486219273106	-0.0160421112275817	0.188248535988603	8.76699167331875	7.1237621968083	0.00508075955678313	0.0291323688850755
KAF5828191	-0.402032926805623	0.303068927341571	-0.0124498797183601	4.85009471132036	7.12293516878513	0.00508296709118412	0.0291323688850755
KAF5832824	-0.975335720983327	0.0150725440485796	-0.476908002145991	4.0777464067986	7.1196603936938	0.0050917191797423	0.029155708170767
KAF5825990	-1.10288405651725	0.102910138283571	-0.00864131297348215	2.06693823263876	7.11528684346239	0.00510343511463808	0.0291959602976999
KAF5843318	-0.634179399192149	0.149577939531314	-0.199559820400266	4.75516025351022	7.10668438813172	0.00512657090155361	0.0293014098318156
KAF5829716	-0.954933840042738	-0.172099905644401	-1.07135143864758	2.55143886198393	7.09887754428337	0.00514767233193532	0.0293950491548644
KAF5836007	-0.677705387016502	-0.189938774434926	-0.594291963662429	6.54301106868738	7.07900068492611	0.0052018548167402	0.0296772486339665
KAF5837335	-0.619962533897391	0.432408131116147	-0.0189836504789721	3.1698223361094	7.07626670781757	0.00520935903541322	0.0296928698907816
KAF5830766	-1.69802183528821	-0.459267941433249	-0.236440674339834	0.106655660511437	7.0633990350442	0.00524484733520103	0.0298678234902216
KAF5840855	1.27332969430874	0.0891359787316949	0.32941097873538	7.73629983798251	7.05983276722986	0.00525473248810619	0.0298824547610299
KAF5833502	-0.914487589432655	0.20816073908456	-0.273188252342134	5.58616689985061	7.05901232105987	0.00525700969792757	0.0298824547610299
KAF5842041	-1.0730631670909	0.175857485223985	-0.419358865611981	3.09955337680991	7.04622765393396	0.00529264285951874	0.0300575797764829
KAF5836117	-0.819485370345346	-0.0933771074783752	-0.308177845869425	3.65295809805019	7.03995954167086	0.005310215548773	0.0300866994572393
KAF5825763	-0.558816320437225	0.150393976982549	0.0153541422636747	4.36051755368485	7.03995227263421	0.00531023596682146	0.0300866994572393
KAF5840366	-1.61411827466882	-0.0943955296756383	-0.816311309364289	1.61728866617632	7.03923245063447	0.00531225833113375	0.0300866994572393
KAF5830629	0.657151028193286	0.236048840627083	0.377252299418609	3.62707589289752	7.03430177717573	0.00532613527590645	0.0301378953395978
KAF5842890	1.68697559695526	1.17816160730931	0.894137972366034	0.861932351070607	7.02372903887441	0.0053560333458564	0.0302795714561573
KAF5841489	0.432870921610263	0.0691531774518925	0.209534761699771	6.4445006358296	7.00698204479784	0.00540379069434626	0.030521864030623
KAF5837998	0.314118838450757	-0.135293108373363	0.121489720300845	5.70523420674926	6.97594602316429	0.00549360849010181	0.0310010696497593
KAF5833303	0.728289906565042	-0.162806240475388	0.68107555427068	2.30652245771333	6.97064823983925	0.00550911267626113	0.0310604271249836
KAF5829903	-2.18604415867953	0.563893889927793	-0.108208636158953	-0.120409818420333	6.9668622746734	0.00552022356833055	0.0310949302266721
KAF5839868	1.42172121902191	0.550762411345639	0.889455505942333	2.89980141364479	6.96444024735761	0.0055273452689163	0.0311069205287702
KAF5840026	-1.48232693737164	0.221248684275331	-0.93509941684768	1.24139247799148	6.95944209129115	0.0055420755112021	0.0311616700674991
KAF5838400	-1.07654096903924	0.55937945123764	-0.658366727766198	-0.107271727127923	6.94964046887525	0.00557109465530898	0.0312965912557033
KAF5829364	2.42591912615121	-1.22072497898105	1.18783653212566	-0.140387209611977	6.92396001371711	0.0056479652467689	0.0316998409796128
KAF5828014	3.29027332159803	-0.997056083488103	2.18678299144849	-0.166725440714548	6.9206708249976	0.00565789956542427	0.0317270155648903
KAF5827960	-0.483979747728892	0.316757085511128	-0.316480507121632	4.87764813750046	6.9127343941065	0.00568195350774285	0.0318332467205377
KAF5841069	-0.394916781214098	0.847982645897343	-0.484294673813192	1.91940072089799	6.9057250702588	0.00570329625517627	0.0319241111138798
KAF5827682	-0.933401701976958	0.0158121844844292	-0.352460199052682	3.04791401374731	6.89431773740897	0.00573822971048665	0.032090817860262
KAF5828348	0.197668956733902	0.145354311769099	0.138730110897929	13.4664658555334	6.89085806976686	0.00574887350247763	0.0321215084488212
KAF5833324	-0.680543236202894	0.0835995420375115	-0.233438080929267	3.66444572149868	6.88832174765872	0.0057566911405127	0.0321363672091345
KAF5837157	-0.266351625277789	-0.493763357875282	-0.576305837604964	4.30868528120181	6.8851908718018	0.00576635837022255	0.0321615153504803
KAF5841622	0.911980109766933	0.383066810357312	0.299803473975899	3.12355354278227	6.85967680139121	0.00584584436978911	0.0325602895657785
KAF5827811	-7.72827719245877	-1.02603682687052	-2.88081174173825	-0.568565133634547	7.60885927878988	0.00584830883211976	0.0325602895657785
KAF5835254	-1.91965400461913	-0.530326507607522	-1.67628843233929	0.326932302095019	6.85081125084787	0.00587376097104276	0.0326727954014253
KAF5831333	0.182757285198624	0.0760061551648654	0.213798660159762	12.8007520392337	6.83350008063771	0.0059287189181633	0.0329490801607113
KAF5830939	-0.694268133895075	-0.567411719482496	-0.837439525983988	9.92443636955785	6.82158381152101	0.00596689632834303	0.0331316970816195
KAF5839224	-0.36564530138956	0.263060608059792	-0.144784262081645	5.85460079285177	6.81888379800655	0.00597558623061448	0.0331504026863119
KAF5825559	0.105373170194127	-1.44841467509951	-0.0695306580489139	2.45353499229601	6.81667594076763	0.00598270305662292	0.0331603559099295
KAF5841922	0.324502321046944	-0.0138389429018312	0.786124634569881	3.08814924533991	6.81147485990892	0.0059995071639371	0.0332239374500694
KAF5839225	-0.36564232681888	0.263052607382746	-0.144781686840223	5.83767057036989	6.80806722313371	0.00601054654367181	0.0332555106279533
KAF5840103	-4.12903000282092	0.0907461212476408	-1.2610555345926	-0.0600769352415598	6.79335740153263	0.00605847168959977	0.033490930458036
KAF5832166	-0.825636627890851	0.0522536942290447	-0.503624036475027	5.40897208045026	6.7879519388001	0.00607619415961575	0.0335318841906324
KAF5833920	-2.53648740650746	0.449243008956081	-1.32671431038233	0.620785454044007	6.7878147220257	0.00607664482363145	0.0335318841906324
KAF5835381	-3.73239034315664	0.296331533956513	-0.0130794047853852	0.312892664011795	6.7627596467487	0.00615958753401233	0.03395949587336
KAF5829420	-0.292084795346646	-0.072339179372416	0.273982553213209	6.0579484479998	6.74492610461728	0.00621942435762255	0.0342527537079237
KAF5842052	-0.539747412076366	-0.0420364193339843	-0.193114784631294	4.51668687499784	6.74363727351387	0.00622377483103847	0.0342527537079237
KAF5828055	-0.679432721780215	0.432545430441558	-0.29196139741346	2.49938354791054	6.7226583855537	0.00629508822118461	0.0346146510308739
KAF5832165	-0.825679926620425	0.0521740610534056	-0.503534232156793	5.16789074751903	6.69953987865713	0.00637477512685179	0.0350219127339389
KAF5842885	-2.20396991951137	-0.301723297594739	-1.0466295271405	0.707167415598627	6.69088916039758	0.00640489356909652	0.0351246760164892
KAF5840319	-0.888345419788226	0.00294246820361652	-0.101484827770642	3.54070990892952	6.69041164842533	0.00640656088143551	0.0351246760164892
KAF5828828	-0.622317228797117	0.00182502867965254	0.0819848350023045	4.21449830155983	6.68931431175481	0.00641039432275253	0.0351246760164892
KAF5831530	-0.599319213379637	0.0543608191339788	-0.195083602987979	5.46893873915733	6.68595952283428	0.00642213046986991	0.0351580604809223
KAF5831181	-4.71642155373295	-1.00103809737483	-0.914921478932314	-0.707589549764712	6.67829383642507	0.00644904120404	0.0352743869193759
KAF5839399	-0.535468660325652	0.157407851905076	0.0771421372754692	3.18314691181013	6.67432997297635	0.00646300781485726	0.0353197707776848
KAF5839398	-0.535466334577855	0.157409249307501	0.0771430774697182	3.18120473641392	6.67015321163972	0.00647776254369958	0.0353693783060897
KAF5841332	-0.0140077077522092	-0.135815312790057	-0.488891386704664	8.30787043185125	6.66736357373008	0.0064876389151411	0.0353922858505508
KAF5836619	-0.781272479388629	-0.213346165834266	0.132261683991773	3.27996037884573	6.65402972118283	0.00653508771086038	0.0356076293159511
KAF5832218	-0.253507979947834	0.150484962497875	-0.0551842059720329	6.8127576234455	6.65306289347263	0.00653854381018429	0.0356076293159511
KAF5836768	-3.02227159963896	0.0147766353048597	-1.69222027408841	-0.711761542666324	6.63918340202108	0.00658839295647705	0.0358477625492157
KAF5841878	1.65976532300382	0.136881580329158	0.507842858026248	-0.323067414170498	6.63253548323248	0.00661242545834874	0.0359471296732222
KAF5829123	0.380512288015232	-0.0912979914406121	0.449307289784013	4.9014445113527	6.61814564683307	0.00666479440094601	0.0362002346276318
KAF5832580	-1.57961840308918	-0.299638883124302	-0.93494300461119	3.02301250021921	6.61572572458861	0.00667364839896616	0.0362156639555336
KAF5841899	-2.03838798507753	-0.165428902592865	-1.08630376432504	1.94198615183907	6.61419356807883	0.00667926129773807	0.0362156639555336
KAF5838026	0.851681570218169	0.110005482170475	-0.0224682381122086	2.37820263972253	6.60574059136477	0.00671032652202207	0.036352464549737
KAF5838282	-3.0641844493558	0.388404119509599	-1.67694271890189	-0.386683453886322	6.58410191293176	0.00679061658894807	0.0367355359762909
KAF5830247	-0.0558082074537113	0.0836982198312087	0.331154322027067	9.17046180463606	6.58350931252194	0.00679283105051157	0.0367355359762909
KAF5836363	-1.08407905530462	-0.0213179965977527	-0.258763874368667	4.00174825932662	6.57726141904739	0.00681622955731195	0.0368226358420262
KAF5837896	-0.373358116984575	0.0997833002643951	-0.0965897430336006	6.10434414050936	6.57605512721728	0.00682075790717468	0.0368226358420262
KAF5835066	-1.75029455640022	0.0165988755312718	-0.909469046940853	0.373379191823066	6.56375879345966	0.00686711724349878	0.0370408142225086
KAF5831233	0.501792161363195	0.190569660477493	0.0942695682983222	4.4262305725978	6.55899241215289	0.00688518554506963	0.0371061470119237
KAF5828722	-0.382874326426875	0.104759158532303	0.0397067490744273	8.33974127352701	6.5540930247734	0.00690381553361777	0.0371743913348649
KAF5827170	0.172393000190105	0.479099732969885	0.145661957285049	7.10973026097902	6.55230899765992	0.00691061383659746	0.0371788637322989
KAF5838194	0.476030130687362	-0.123616502048322	0.404823343351082	4.76126385227942	6.54426318107168	0.00694137025241776	0.0373121110203302
KAF5840725	2.56520194099386	2.22275561740447	2.84039777047973	-0.624041173639331	6.53835768530063	0.00696404599232917	0.0373610951949066
KAF5829657	-0.0678433881118142	0.399505378658539	0.211624163482399	4.91348972261734	6.53802635391075	0.00696532077141473	0.0373610951949066
KAF5836151	-1.96641639057763	0.439963035717063	-0.0228782990612824	2.67961553088384	6.53720710832116	0.00696847393522977	0.0373610951949066
KAF5827900	-1.75923767568548	-0.597301528233321	-0.576837473927939	1.0204315689353	6.5300513138751	0.00699608609802331	0.0374768842568231
KAF5825997	-0.671771150257313	0.098620425650901	-0.157896193603361	4.7839225669494	6.52554728090877	0.00701353093911641	0.0375380564868516
KAF5842959	-0.614683912358941	0.287253720823882	0.0699813306956245	3.01163078788682	6.52334525972386	0.00702207807749034	0.0375426774551579
KAF5828352	-0.375963930446988	0.0538702387219539	0.0354665817973532	9.22883902550492	6.52097775936894	0.00703128100137919	0.0375426774551579
KAF5840558	-0.531500697225512	0.205247957609561	-0.148406425742746	2.9689292748146	6.52067146512337	0.00703247264689716	0.0375426774551579
KAF5834850	-0.203342739422555	0.161468556568742	0.0782192107897632	8.55461041807458	6.5146463671151	0.00705596112817704	0.0376358200586841
KAF5832660	-0.268893161948445	0.161313280511447	0.199853396957896	5.42984091814212	6.51156554865855	0.00706800666121218	0.037667819931011
KAF5833474	0.757479666249668	0.196571966245778	0.429802358039964	4.46590554061854	6.50799690206351	0.00708198935051749	0.0377100800459179
KAF5828639	2.08144393170715	-0.547473447746694	1.30290147812257	-0.346986305728934	6.50282930556056	0.00710229395340435	0.037785902074901
KAF5832589	-0.220495231609413	0.161197051148145	0.123616431186383	8.11399481347589	6.48948637835944	0.00715503416669108	0.0380004114207305
KAF5842772	-2.95071589544221	-0.513600249667871	-0.155036960210072	-0.18118386476903	6.4873768666003	0.00716341388830093	0.0380004114207305
KAF5828585	-1.32855460903524	0.235276211517474	-0.700496723390893	3.71554041987665	6.48708306301591	0.0071645818820324	0.0380004114207305
KAF5834842	0.939929344174001	-0.0679578769161111	-0.0362071077295542	1.42453954607036	6.48496588895683	0.00717300507885631	0.0380004114207305
KAF5835726	-0.372031128549326	1.0438929086333	-0.426023466424768	0.423917992879549	6.48493919123084	0.00717311136930642	0.0380004114207305
KAF5842526	0.997410907432801	-0.0747773423328566	0.464277328495673	3.33474479665314	6.4577057282258	0.00728249227577471	0.0385470916551202
KAF5836329	0.521678487385242	-0.0798991907325477	0.650173490939826	4.75461383565806	6.45149043224568	0.00730772583495548	0.0386478199930158
KAF5832114	-0.638115122763418	0.0178012435722831	0.0210443162267945	4.778456224859	6.43212358412796	0.00738700619440501	0.0390339682706898
KAF5831876	-6.77810106245099	-0.310429176218285	-2.32515676179458	-1.12844474810443	7.09540522988166	0.00739944870163833	0.0390665808569549
KAF5828917	-2.74261120335231	-0.109950989284407	-0.437350448938462	0.999978036792125	6.42185310898176	0.0074294540370195	0.0391733959716863
KAF5836252	-0.593739020721556	0.00626762711400035	-0.761625320202168	3.56457318433465	6.42094845866549	0.00743320648940957	0.0391733959716863
KAF5840390	0.75300880769479	0.166465202242434	0.476602343447188	2.35448854428179	6.4176992308886	0.00744670228739798	0.0391733959716863
KAF5832121	-1.77387314453938	-0.553769293121879	-4.38324303746046	-0.398841421071739	6.41728515315169	0.00744842421628755	0.0391733959716863
KAF5842706	0.611756069819551	0.174615684285023	0.0546880323251562	7.82820053446943	6.41663724245493	0.00745111945849892	0.0391733959716863
KAF5837225	-4.38752472898885	-0.692107336165176	-2.79995323741865	-0.170537645595494	6.41322269309608	0.00746534233339858	0.0392150781931477
KAF5831631	-0.683465071197096	-0.259377812421935	-0.0746058972631237	5.12560588597081	6.40386866253718	0.00750446690286447	0.0393873873671825
KAF5828446	-1.38307924925149	-0.0633025094397323	-0.518789277757148	1.29699337228544	6.39806624372426	0.00752885583261148	0.0394821311760686
KAF5840285	-1.47665125010194	-0.280188200817444	-0.358473591611785	1.31851478046255	6.39376305591392	0.00754700250705511	0.0395153834988999
KAF5838551	-0.969981115864606	0.0682123615868385	-0.116883801370538	3.22558508240897	6.39355474627447	0.00754788224136289	0.0395153834988999
KAF5830783	3.47972748406792	1.20825035822929	3.24789788535164	0.421007778348229	6.38872244369125	0.00756832345839145	0.039589131104768
KAF5831022	0.462866193175519	-0.0170772790302512	-0.378972656336557	5.07452538232864	6.38705875484421	0.00757537591023274	0.039592778457005
KAF5832191	1.79098964230699	0.561908874596538	1.42000218970846	-0.359278008788165	6.38183363956777	0.00759757500871752	0.0396755174386506
KAF5837056	1.11680096765289	0.280688314426944	0.65583389515389	4.12438340489787	6.37887122616171	0.00761019443690525	0.039708133452194
KAF5830454	-0.193800094721565	0.0692717190285584	-0.0126930193238101	12.2360571325385	6.37186676415121	0.00764012916840827	0.0398309662922038
KAF5835347	-0.180154599859337	0.220662994651535	-0.358876899308635	3.71675602725033	6.37018955411157	0.00764731725055508	0.0398351057449483
KAF5832916	-0.408629792424794	0.0645194601164372	-0.0286776295561246	7.36686848692912	6.36792360707869	0.00765704096227049	0.0398524354176651
KAF5840101	-6.99641776215629	-0.181690181053051	-3.30780648336219	-0.970282023361304	7.02030713750862	0.00766546284686293	0.0398629662236695
KAF5835907	-2.06661392420376	-0.617066651464622	-0.019597015504893	-0.278001507797994	6.35865108823807	0.0076969811761667	0.0399934885133599
KAF5843819	-0.872794898086112	0.0287525464603872	-0.224648450496307	4.23413538961417	6.35532641057724	0.00771136060622747	0.0400275475422818
KAF5841886	-0.753878943389225	-0.0209828604788953	-0.336509875983669	3.95065693560309	6.35416618741813	0.00771638597083153	0.0400275475422818
KAF5836743	-1.73342545552551	-0.30664304384486	-0.228374949790151	0.964931771621947	6.35094007644925	0.00773037944719103	0.0400667753377705
KAF5840147	0.804129569416801	-0.228911383658814	0.278686858038829	2.29198880466285	6.34620769888061	0.00775095973197455	0.0401400491522872
KAF5838557	0.972231573377978	0.334819266944423	0.707515686266833	1.68072750739337	6.34328132286002	0.00776371781888247	0.0401727259232872
KAF5835360	-0.764790892545417	-0.200829650876345	-0.851971961935951	2.710016813428	6.34054422056837	0.00777567277390425	0.0402011961671564
KAF5834768	-0.162367760979222	0.273679083123522	-0.0288976802168225	7.88494493259648	6.33808680791616	0.00778642430474123	0.0402234025029336
KAF5834439	-0.484481889421663	0.143733214105076	-0.0370014661332368	5.34400704893351	6.33645665703568	0.00779356595736836	0.0402269394485542
KAF5843068	1.85941952513208	-0.50691202441982	-0.714526766832365	1.43610466918857	6.32400043768041	0.00784838781024286	0.0404763709087856
KAF5828640	2.08037359346132	-0.546824636693797	1.30206597388491	-0.403280113745162	6.31834001084601	0.00787344794830978	0.0405720270620099
KAF5828151	0.864504181832402	-0.0110915602030344	0.661509916034215	2.30733972213931	6.31060847843237	0.00790782745454467	0.0407155082990192
KAF5838465	-1.18262176716901	0.355374618391749	-0.383466314031305	1.94024315911043	6.30781974116833	0.00792027071517057	0.0407174542580214
KAF5828152	0.864501679130887	-0.0110912166446832	0.661508921112551	2.30541916274509	6.30759447970158	0.00792127681552519	0.0407174542580214
KAF5835112	-1.26814973038701	0.0383497235470775	-0.824432568325579	2.30833041566518	6.29936676267995	0.00795812657170446	0.0408731480146074
KAF5838957	1.16022569861285	-0.520164713536958	0.280976504841286	1.09763893794859	6.29631444267445	0.00797184761820344	0.0409098934607969
KAF5831610	0.562582658715046	0.274813302362993	0.771729534484281	4.00862194886763	6.29426442542181	0.00798107842652964	0.0409112508000406
KAF5828637	2.08023990032104	-0.546743619626104	1.30196162643606	-0.410114792090807	6.29313957503095	0.00798614866301023	0.0409112508000406
KAF5839647	0.908338183189286	0.0162973862022869	0.529898868664394	1.21958877583424	6.29188399847739	0.00799181255596299	0.0409112508000406
KAF5827553	-1.92484084973787	-0.0821217039730335	-0.7982707837749	2.54665867714389	6.28363265569692	0.00802915036654236	0.0410686426794408
KAF5837661	-0.273491039563722	0.343835982686415	0.136425815461113	8.88750965197239	6.26789855757368	0.00810091008099344	0.0413937793531528
KAF5829725	-0.932844329549678	0.149253575832599	-0.326084888392277	6.47103189355862	6.26678760171456	0.00810600494556122	0.0413937793531528
KAF5832254	-1.88435274750424	-0.278957189086334	-1.16449455077505	0.740757324462924	6.25810490132158	0.00814595220668624	0.0415637037245334
KAF5833725	-0.58992142671488	0.275301641589307	0.195412095087336	2.869364839703	6.25064094347549	0.00818047481423561	0.0417056940202028
KAF5834447	-1.91449779204149	0.208692572944786	-0.233734888558239	0.973117880423923	6.24764699672737	0.00819437018612032	0.0417423763364919
KAF5827753	0.461858392656343	0.028595250170264	0.324730318168623	5.62440775309871	6.24579559025877	0.00820297654372686	0.0417520783230542
KAF5838387	-1.73501112177329	-0.373633852328769	-0.436744272983219	0.6808934204311	6.24225015886239	0.00821948692956646	0.041801962098938
KAF5835526	-2.13428090467955	-0.453662273302878	-1.34547299558348	2.9107898669581	6.23187815046517	0.00826800902300778	0.0420144341054963
KAF5837353	1.38147435871937	0.692559126193471	1.06114074183963	1.89841855392755	6.20965442732567	0.00837309798339258	0.0425137737869077
KAF5838556	0.894187301282277	0.335064543515486	0.70949540303994	1.77291474609099	6.20469254340534	0.00839677214285762	0.0425992593241066
KAF5829466	-1.9056383837471	-7.42171271932836	-1.32233242854965	-0.769137662838976	6.81499764012555	0.00845304668861232	0.0428498623840966
KAF5839027	0.274588134635347	-0.0489267403063253	0.756780597548899	5.70536197522388	6.18858320575035	0.00847416975471009	0.0429220142860519
KAF5842616	0.669319868446574	0.528382778407967	-0.33025486651587	2.69797643057507	6.18500780789945	0.00849145978344665	0.0429746502444132
KAF5830770	-2.64733912576861	-0.218306365926171	-0.890212648974656	0.965372396170039	6.17898971102619	0.00852065473546721	0.0430874017873058
KAF5828445	-1.42977969686902	-0.104211255888071	-0.556822598468866	0.97541993912726	6.17592126171986	0.00853558515886096	0.0431278958148449
KAF5833110	0.0845692440518103	0.142122489765579	0.752174127186069	3.24742756271995	6.16926740812871	0.00856806571285491	0.0432362313958916
KAF5843646	-1.78399084828749	-0.422443949281891	-1.75845567158954	0.51309244674218	6.16868690176465	0.00857090622374416	0.0432362313958916
KAF5829206	-5.73545411162282	0.856034647684577	0.941498991214212	-0.966229895922065	6.78285800001389	0.00858490077571733	0.0432717895086723
KAF5830022	-0.481957681952525	0.135502429835555	-0.133771997643084	4.25473021844926	6.16342611483597	0.00859669793486249	0.0432962232289356
KAF5835312	-3.42631870643105	0.00371467204890057	-1.26023258910521	0.542893518834768	6.15911141111228	0.00861791852008267	0.0433680390792529
KAF5827283	-0.200350449356166	0.305652970771737	0.136094217228186	4.94123948034266	6.1574446231498	0.0086261323757257	0.0433743379344399
KAF5834151	0.987127710565495	-0.0111695140573609	0.550472262769272	0.914891498518631	6.15413737381784	0.00864245723495935	0.0434213778820942
KAF5826319	-0.735533322639744	0.269414784798566	0.143978168635818	4.98848570857461	6.15175065172922	0.0086542605452801	0.0434456431886342
KAF5834302	-0.846341490882489	-0.133946649044639	-0.333950578689482	3.83324264626615	6.14648822107915	0.00868035148983117	0.0435415376663834
KAF5839912	-0.810946174097579	0.361971179672143	-0.148282797244446	2.72156063371635	6.13642722799635	0.00873048777787665	0.0437474374064179
KAF5841171	0.358449041085996	1.50197355601332	-0.0998762162815438	0.539992259484623	6.13519608752651	0.00873664586129388	0.0437474374064179
KAF5831920	0.751256864510081	-0.130310642622811	0.375701357378708	3.15866608149915	6.13403354983981	0.00874246542070471	0.0437474374064179
KAF5842122	0.641162275778651	0.160606509315294	0.133129415698174	3.55576855536782	6.13037991005338	0.00876078448911165	0.0438039224455582
KAF5843647	-1.78361256878457	-0.422386275987004	-1.75813153286794	0.470581810436833	6.12061203695335	0.00880997876326256	0.0440145691219934
KAF5838071	0.851405712807834	0.110514973260996	0.405960303126277	2.27134195702356	6.11550776990915	0.00883581290772956	0.0440869522761356
KAF5836009	0.782797093677237	0.0860217411361681	0.168346273288862	3.37161296155375	6.11495416640431	0.00883862012727021	0.0440869522761356
KAF5838013	0.0605632331015788	0.0323662785636004	0.155517519292224	12.0851587871683	6.11339968800327	0.00884650812454389	0.0440909964927268
KAF5838655	-0.240136501069365	0.133612352878311	0.0367339264056106	7.46830885648847	6.10775887435211	0.00887520030756572	0.0441986394213704
KAF5828638	2.07917106291547	-0.546096412508619	1.30112746958048	-0.463276720863153	6.09527389750835	0.0089390900094378	0.0444812545996785
KAF5840020	-1.11472476759363	0.372074106600256	-0.293406223111684	1.94490192319555	6.08863593806193	0.00897327561764117	0.0446157279312885
KAF5841901	0.947044667001694	0.268653056056244	0.124951255486333	1.64298965078306	6.08054881352894	0.00901512943013701	0.0447880832135196
KAF5829110	-0.538779997305251	0.135278437718755	-0.333495035542935	4.57142403714251	6.07199941163273	0.0090596219636171	0.044973262815406
KAF5837744	2.45299717141874	-0.4057176727521	0.504209408275122	-0.241587758559088	6.06468608166021	0.00909788385243909	0.0451272423572417
KAF5831033	0.520568944524192	0.319810334728633	0.505123784530815	4.60332900328734	6.06223870008566	0.00911072987141032	0.0451550096252079
KAF5842437	0.937130536947625	0.192912140613062	0.294155063733085	5.68409648342055	6.04887678699121	0.00918123683645749	0.0454558999926764
KAF5834493	-0.29477238292655	0.260503440132072	0.177265460254497	6.81693112742694	6.04797240712968	0.0091860317962728	0.0454558999926764
KAF5843802	0.359753154997527	0.0915193204880838	-0.0505109280864424	6.30466195038584	6.03933148049221	0.00923199204817799	0.045647071793769
KAF5825545	-6.94709391879941	-1.87090572135392	-6.94709391879941	-1.45170155480648	7.6324105170734	0.00928906685821282	0.0458596791445434
KAF5833732	-0.471489980973423	0.0492021974213542	-0.0518330540595657	7.42010006679417	6.02854971196356	0.00928971349605358	0.0458596791445434
KAF5837600	0.128825125465855	0.355123658322421	-0.292054389092359	6.38177466995259	6.02697226309834	0.00929819358124119	0.0458651987419894
KAF5834199	-1.24215843060246	-0.0343550859903796	-0.284667867682304	2.04803447823429	6.02307204891268	0.00931919898541245	0.045932444366392
KAF5842923	-0.7030150036509	-0.0781070706696485	-0.360318511798724	4.92107522113589	6.00888132576527	0.00939609153584766	0.0462748223465067
KAF5828679	-0.924866907103124	0.155801371852036	-0.20928755706796	1.10305551321032	6.00402641791085	0.0094225665336895	0.046368554111284
KAF5830193	-0.912764254974456	-0.209952427278973	-0.209255407371984	3.38674198738809	6.00255899317247	0.00943058576804235	0.0463713885831917
KAF5828074	-0.633695789259711	0.206102316685636	-0.30242623195432	2.54037844016713	6.0003269778604	0.00944279853517276	0.0463948224559356
KAF5839014	0.642517475701516	0.200980598284324	0.354616933384828	5.71229561663359	5.9981239383177	0.00945487073643945	0.0464175293049785
KAF5831433	-0.0170000398239484	0.123453354609086	0.357105958539822	7.23744864681468	5.99063107670254	0.00949606415893085	0.0465830548898734
KAF5840665	1.19102981141122	0.158839179418617	0.662376018232357	2.30959282061838	5.98549599042376	0.00952441540387669	0.0466853721212839
KAF5834152	0.987013295262858	-0.0112217451599385	0.550375894857007	0.850344729415768	5.97576982820047	0.00957838368673715	0.0469129955726199
KAF5839633	0.86337746643046	-0.270707040497783	-0.01441953719963	2.37176512085555	5.96683872210408	0.00962825274454717	0.0471201999988443
KAF5843386	-1.16282294962441	0.571740266299054	0.259918920032815	0.43006624228314	5.96471434636529	0.0096401589864716	0.0471414368019765
KAF5838952	-1.05539428871506	0.202565714795529	-0.293319422367137	1.36954549729458	5.95931422321745	0.00967050132632979	0.0472527241278703
KAF5831845	-6.68958139618386	0.331597175045729	-1.53932771458282	-0.924443081219112	6.53364923960175	0.00969497945306295	0.0473352053233403
KAF5837051	-0.966875479180851	-0.0122490896249552	-0.420103072992234	1.5586170900945	5.94539767517719	0.00974920748549378	0.0475626958767629
KAF5831193	0.864395567137869	-0.36983279648136	0.895102862581527	1.30675177288466	5.94034488135931	0.00977796749263844	0.0476462443711658
KAF5843830	-1.77613941906074	-0.617938898311973	-0.360386163500899	0.434448509367092	5.93970289353171	0.00978162865982681	0.0476462443711658
KAF5839348	-2.37055279099709	-0.0982991525829564	-0.748594146292176	0.9256900679528	5.93132326964156	0.00982956248948481	0.0478423236792894
KAF5841953	-0.0393192918274356	0.479875497195613	-0.58322424970179	2.1077104844539	5.92780021393452	0.00984979661606489	0.0479033824497145
KAF5833444	0.0660319856273864	-0.0242955864150552	0.0865771539976912	13.0956210843211	5.92604367199758	0.00985990307449142	0.0479151296053678
KAF5831262	-1.50473482892059	-0.228763689971652	-1.25704560489517	1.96619521840428	5.91718477056242	0.00991105725046403	0.0481185152099836
KAF5828808	-0.351129175112794	0.39442678780371	0.0584683401639665	3.70535684828826	5.91612404574714	0.00991720281374301	0.0481185152099836
KAF5830843	-1.07729006967243	-0.1163055347648	-0.148403919755756	5.82062712623686	5.90943821206989	0.00995604059150573	0.0482693641129032
KAF5829057	-0.640395800560316	0.199836219093624	-0.822187645772969	2.13893348691465	5.90218633712417	0.00999836591392289	0.0484247976350326
KAF5835845	1.23882550986473	-1.26051962558526	1.00150931289683	-0.0701235598376129	5.9012841624265	0.0100036459961937	0.0484247976350326
